,Time,Open,High,Low,Close,Volume,RSI,SMA,ATR,Volume_MA,lower_pinbar_length,upper_pinbar_length
138,2024-03-09 18:00:00,1.7116,1.7515,1.7034,1.7443,557954.0,67.82437540029565,1.7268333333333334,0.048864690161213066,1444602.31,0.008199999999999985,0.007200000000000095
139,2024-03-09 20:00:00,1.7457,1.7674,1.7399,1.7636,398621.0,69.96549777461102,1.7399666666666669,0.04865104325960093,1443731.13,0.005800000000000027,0.0038000000000000256
140,2024-03-09 22:00:00,1.7634,1.7672,1.7417,1.7478,452327.0,66.08825285475496,1.7519000000000002,0.04841953282700492,1440928.87,0.006099999999999994,0.0038000000000000256
141,2024-03-10 00:00:00,1.7482,1.7735,1.7284,1.7313,812397.0,62.21105121388418,1.747566666666667,0.048386337498734874,1445729.72,0.0029000000000001247,0.0253000000000001
142,2024-03-10 02:00:00,1.7313,1.7371,1.7218,1.7311,447779.0,62.163445407154164,1.7367333333333335,0.04805547412374753,1447556.16,0.009300000000000086,0.005800000000000027
143,2024-03-10 04:00:00,1.7312,1.7354,1.7186,1.7229,561664.0,60.13172206238849,1.7284333333333335,0.047742919382510046,1450276.4,0.0043000000000001926,0.0041999999999999815
144,2024-03-10 06:00:00,1.7231,1.7708,1.7223,1.7626,770477.0,65.93643707892846,1.7388666666666668,0.04775049018868494,1454858.21,0.0008000000000001339,0.008199999999999985
145,2024-03-10 08:00:00,1.7632,1.8735,1.7287,1.7316,5917526.0,58.74404810058177,1.7390333333333334,0.048720985286798094,1508253.29,0.0029000000000001247,0.11029999999999984
146,2024-03-10 10:00:00,1.7315,1.7698,1.7271,1.747,1531885.0,61.01886220582004,1.7470666666666668,0.04866077543393011,1521654.77,0.0043999999999999595,0.02279999999999993
147,2024-03-10 12:00:00,1.747,1.7756,1.7402,1.7579,1247020.0,62.591122468211516,1.7455,0.04852816767959081,1531731.03,0.006800000000000139,0.01770000000000005
148,2024-03-10 14:00:00,1.758,1.8557,1.7482,1.8093,3341771.0,68.95087962030864,1.7713999999999999,0.0491178860027949,1560914.67,0.009800000000000031,0.0464
149,2024-03-10 16:00:00,1.8089,1.8966,1.8055,1.8514,2497867.0,72.99977778538928,1.8061999999999998,0.04953770714276695,1581837.64,0.0033999999999998476,0.04520000000000013
150,2024-03-10 18:00:00,1.8512,1.853,1.8178,1.8324,994319.0,68.6488958585219,1.831033333333333,0.04939433007133928,1589531.12,0.014599999999999946,0.0018000000000000238
151,2024-03-10 20:00:00,1.8325,1.8375,1.8116,1.8126,570872.0,64.34495278198925,1.8321333333333332,0.04915938677062589,1583706.79,0.0009999999999998899,0.004999999999999893
152,2024-03-10 22:00:00,1.8125,1.8328,1.8013,1.8272,901515.0,66.03588282985157,1.8240666666666663,0.04898279290291963,1578538.28,0.011200000000000099,0.005600000000000049
153,2024-03-11 00:00:00,1.8276,1.834,1.6808,1.7952,2570411.0,59.387975562706416,1.8116666666666663,0.05002496497389044,1598913.44,0.11439999999999984,0.006400000000000183
154,2024-03-11 02:00:00,1.7949,1.7974,1.7416,1.793,1288747.0,58.948600053144276,1.805133333333333,0.050082715324151546,1605238.38,0.05139999999999989,0.0025000000000001688
155,2024-03-11 04:00:00,1.793,1.9233,1.7594,1.7797,6116884.0,56.23969415604181,1.7892999999999997,0.05122088817091003,1653904.88,0.020299999999999985,0.13030000000000008
156,2024-03-11 06:00:00,1.7793,1.8171,1.7684,1.8098,1569443.0,60.64722466467114,1.7941666666666662,0.05119567928920093,1664973.63,0.010900000000000132,0.007299999999999862
157,2024-03-11 08:00:00,1.8097,1.8426,1.8097,1.8259,961812.0,62.8051755481785,1.8051333333333328,0.05101272249630892,1671045.93,0.0,0.016699999999999937
158,2024-03-11 10:00:00,1.826,1.8435,1.8095,1.8279,1027241.0,63.076046966831456,1.8211999999999993,0.05084259527134583,1677804.45,0.01649999999999996,0.015599999999999836
159,2024-03-11 12:00:00,1.8278,1.8502,1.7866,1.7938,1394201.0,55.63645395659337,1.8158666666666659,0.05097016931863237,1689014.43,0.007200000000000095,0.022399999999999975
160,2024-03-11 14:00:00,1.7931,1.8372,1.7922,1.8127,688410.0,58.55426186506831,1.8114666666666661,0.05091046762544605,1677234.35,0.0008999999999999009,0.024499999999999966
161,2024-03-11 16:00:00,1.8125,1.841,1.795,1.8348,719448.0,61.724328666489825,1.813766666666666,0.050861362949191594,1673977.76,0.01750000000000007,0.006199999999999983
162,2024-03-11 18:00:00,1.8346,1.8542,1.8332,1.8419,365713.0,62.71110518294133,1.8297999999999994,0.05056274931969968,1673794.4,0.0014000000000000679,0.012299999999999978
163,2024-03-11 20:00:00,1.8426,1.8525,1.8222,1.8477,537840.0,63.538075468371126,1.8414666666666661,0.05036012182650268,1674736.33,0.020399999999999974,0.0048000000000001375
164,2024-03-11 22:00:00,1.8478,1.8478,1.8284,1.8381,314358.0,61.12186418847438,1.8425666666666662,0.050050520608237656,1673059.4,0.009700000000000042,0.0
165,2024-03-12 00:00:00,1.8381,1.8528,1.8292,1.8345,476894.0,60.197390683156414,1.8400999999999996,0.04978601540215528,1669249.09,0.005300000000000082,0.014699999999999935
166,2024-03-12 02:00:00,1.8348,1.8413,1.8031,1.8071,541389.0,53.557636158286414,1.8265666666666664,0.04967015524813372,1672288.49,0.0040000000000000036,0.00649999999999995
167,2024-03-12 04:00:00,1.8074,1.8387,1.7923,1.8297,495809.0,57.70181638887926,1.8237666666666665,0.049637453695652395,1675003.94,0.015099999999999891,0.008999999999999897
168,2024-03-12 06:00:00,1.8297,1.8299,1.7732,1.7762,556533.0,47.008132487397546,1.8043333333333331,0.04970807915869587,1678649.12,0.0029999999999998916,0.00019999999999997797
169,2024-03-12 08:00:00,1.776,1.7837,1.7284,1.7669,828146.0,45.43192689252866,1.790933333333333,0.049763998367108916,1678680.07,0.03849999999999998,0.00770000000000004
170,2024-03-12 10:00:00,1.7668,1.7784,1.752,1.7556,299995.0,43.52237008610371,1.766233333333333,0.04953035838343783,1677903.81,0.0036000000000000476,0.011600000000000055
171,2024-03-12 12:00:00,1.7557,1.7782,1.729,1.7643,629636.0,45.42430729498042,1.7622666666666664,0.049527054799603454,1665270.6,0.026699999999999946,0.013900000000000023
172,2024-03-12 14:00:00,1.7643,1.7906,1.7403,1.7848,710562.0,49.72092107174689,1.768233333333333,0.04953478425160742,1583887.05,0.02400000000000002,0.005800000000000027
173,2024-03-12 16:00:00,1.7851,1.7904,1.6643,1.7673,1617635.0,46.3651840516358,1.7721333333333333,0.05030043640909135,1564153.4,0.1030000000000002,0.005300000000000082
174,2024-03-12 18:00:00,1.7672,1.8358,1.7576,1.8218,961119.0,56.26488663518079,1.7913,0.050579432045000434,1556758.32,0.009600000000000053,0.014000000000000012
175,2024-03-12 20:00:00,1.8224,1.8226,1.7871,1.8069,685215.0,53.3648397971299,1.7986666666666666,0.050428637724550425,1544098.93,0.01980000000000004,0.00019999999999997797
176,2024-03-12 22:00:00,1.807,1.8363,1.8013,1.8352,274523.0,57.81254265811096,1.8213,0.05027435134730492,1528761.35,0.005700000000000038,0.001100000000000101
177,2024-03-13 00:00:00,1.8352,1.8915,1.8233,1.889,611183.0,64.70422880987157,1.8437,0.050453607833831876,1501338.31,0.011900000000000022,0.0024999999999999467
178,2024-03-13 02:00:00,1.889,1.895,1.8532,1.8554,531665.0,58.298863359204375,1.8598666666666663,0.05036707175549356,1494410.73,0.0021999999999999797,0.006000000000000005
179,2024-03-13 04:00:00,1.8554,1.8631,1.8426,1.8513,376356.0,57.55019869141956,1.865233333333333,0.05006840103793863,1489700.8,0.00869999999999993,0.00770000000000004
180,2024-03-13 06:00:00,1.8509,1.8738,1.8457,1.8586,247780.0,58.57034452162604,1.8550999999999995,0.04984871702755925,1472431.45,0.0052000000000000934,0.01519999999999988
181,2024-03-13 08:00:00,1.8586,1.8932,1.8581,1.8726,493449.0,60.52941482317045,1.860833333333333,0.04970122985728365,1401437.41,0.0004999999999999449,0.02059999999999995
182,2024-03-13 10:00:00,1.8726,1.8728,1.8392,1.8455,465465.0,55.0981423077628,1.8588999999999996,0.04954021755871081,1357630.15,0.006299999999999972,0.00019999999999997797
183,2024-03-13 12:00:00,1.8451,1.8549,1.798,1.8189,614065.0,50.32488406664177,1.8456666666666663,0.0496138153831237,1333971.84,0.02089999999999992,0.009800000000000031
184,2024-03-13 14:00:00,1.819,1.8362,1.7944,1.812,465863.0,49.135758339632545,1.8254666666666663,0.04953567722929247,1329200.96,0.01760000000000006,0.017200000000000104
185,2024-03-13 16:00:00,1.8122,1.8334,1.8052,1.8228,380382.0,51.08405371538425,1.8178999999999998,0.04932232045699954,1324375.38,0.007000000000000117,0.010599999999999943
186,2024-03-13 18:00:00,1.8228,1.8435,1.8219,1.8364,210378.0,53.49951216455072,1.8237333333333332,0.049045097252429545,1311806.77,0.0008999999999999009,0.007099999999999884
187,2024-03-13 20:00:00,1.8365,1.8412,1.8174,1.8399,184857.0,54.127306185672644,1.833033333333333,0.04879264627990525,1297154.04,0.019100000000000117,0.0012999999999998568
188,2024-03-13 22:00:00,1.8409,1.8543,1.8362,1.8412,220355.0,54.373702882735344,1.8391666666666664,0.0484857198171062,1272159.65,0.0046999999999999265,0.013100000000000112
189,2024-03-14 00:00:00,1.8413,1.8536,1.8258,1.8404,327962.0,54.18083600162555,1.8404999999999996,0.04827886261893513,1246820.56,0.014599999999999946,0.012299999999999978
190,2024-03-14 02:00:00,1.8404,1.8602,1.8233,1.8372,455087.0,53.36543086556069,1.8395999999999997,0.048165073992745784,1222281.22,0.013900000000000023,0.01980000000000004
191,2024-03-14 04:00:00,1.8365,1.8371,1.7967,1.8264,411070.0,50.597741570981334,1.8346666666666664,0.04808842325281832,1201053.0,0.02970000000000006,0.0005999999999999339
192,2024-03-14 06:00:00,1.8265,1.8321,1.8007,1.8096,288618.0,46.55313351814146,1.8244,0.047921539020290144,1197564.24,0.00890000000000013,0.005600000000000049
193,2024-03-14 08:00:00,1.8097,1.8361,1.8015,1.8355,363578.0,52.81526262857879,1.8238333333333332,0.04778832363008725,1194026.85,0.008199999999999985,0.000600000000000156
194,2024-03-14 10:00:00,1.8351,1.8417,1.7768,1.7981,614884.0,44.6752784804128,1.8144,0.04795944039378637,1177641.62,0.021300000000000097,0.006599999999999939
195,2024-03-14 12:00:00,1.798,1.8167,1.7126,1.7395,1061160.0,35.4548607590815,1.7910333333333333,0.04852084598984851,1175755.7,0.026900000000000146,0.01869999999999994
196,2024-03-14 14:00:00,1.7391,1.7816,1.731,1.7449,838171.0,36.750316302088876,1.7608333333333335,0.04854163752995002,1175919.26,0.008099999999999996,0.03670000000000018
197,2024-03-14 16:00:00,1.7449,1.8021,1.7253,1.7992,770613.0,48.042927968429474,1.7612000000000003,0.04882422115465053,1164772.45,0.01959999999999984,0.0029000000000001247
198,2024-03-14 18:00:00,1.7991,1.7992,1.71,1.7612,1494273.0,42.345119470136,1.7684333333333335,0.049227978943104024,1140212.75,0.051200000000000134,9.999999999998899e-05
199,2024-03-14 20:00:00,1.7615,1.8273,1.7612,1.8217,514431.0,52.08784648570245,1.7940333333333338,0.04939669915367298,1106766.03,0.00029999999999996696,0.005599999999999827
200,2024-03-14 22:00:00,1.8217,1.8332,1.8207,1.8278,240186.0,52.95112873313007,1.803566666666667,0.04902773216213625,1004804.79,0.001000000000000112,0.005399999999999849
201,2024-03-15 00:00:00,1.8284,1.8659,1.7991,1.8065,849757.0,49.59108318414366,1.818666666666667,0.04920545484051488,902889.54,0.007400000000000073,0.03749999999999987
202,2024-03-15 02:00:00,1.8066,1.817,1.61,1.6898,2575686.0,36.08175998769419,1.7747000000000004,0.05078340029210973,900576.84,0.07979999999999987,0.010399999999999965
203,2024-03-15 04:00:00,1.69,1.6968,1.6258,1.6318,1369892.0,31.490320184661385,1.7093666666666671,0.05098556628918864,896934.84,0.006000000000000005,0.006800000000000139
204,2024-03-15 06:00:00,1.6311,1.6816,1.6281,1.6559,707614.0,35.181248218982134,1.6591666666666673,0.05101071062629675,886486.75,0.0029999999999998916,0.025700000000000056
205,2024-03-15 08:00:00,1.6561,1.6577,1.488,1.502,4165808.0,25.67034750425169,1.5965666666666671,0.05219760352003378,919089.81,0.014000000000000012,0.0016000000000000458
206,2024-03-15 10:00:00,1.5019,1.5099,1.4569,1.4988,5035127.0,25.515887117455442,1.5522333333333338,0.05220562748483345,956864.92,0.041899999999999826,0.008000000000000007
207,2024-03-15 12:00:00,1.4979,1.5285,1.4855,1.5217,2843855.0,28.81679275483015,1.5075000000000005,0.05211357120998511,977636.9,0.012399999999999967,0.006799999999999917
208,2024-03-15 14:00:00,1.5221,1.5271,1.4975,1.5116,1780298.0,28.22272098290761,1.5107000000000006,0.051888435497885264,990889.52,0.014100000000000001,0.004999999999999893
209,2024-03-15 16:00:00,1.5115,1.5227,1.4891,1.5128,1672408.0,28.411555228234302,1.515366666666667,0.05170555114290641,1002597.93,0.022399999999999975,0.00990000000000002
210,2024-03-15 18:00:00,1.5129,1.5696,1.5057,1.5185,3454454.0,29.362180474683047,1.5143000000000004,0.05182749563147735,1032234.64,0.007199999999999873,0.051100000000000145
211,2024-03-15 20:00:00,1.5177,1.5183,1.4716,1.5087,3200551.0,28.657581739051885,1.5133333333333336,0.05177822067516257,1059646.69,0.03709999999999991,0.0005999999999999339
212,2024-03-15 22:00:00,1.5084,1.5397,1.4988,1.537,1720604.0,33.61195240558569,1.5214000000000005,0.05166943846841095,1067062.21,0.009600000000000053,0.0027000000000001467
213,2024-03-16 00:00:00,1.537,1.5418,1.516,1.5236,1588672.0,32.462411335707436,1.5231000000000006,0.05141074408372684,1076878.55,0.007600000000000051,0.0048000000000001375
214,2024-03-16 02:00:00,1.5239,1.5439,1.5157,1.5329,1313765.0,34.14577227952732,1.5311666666666672,0.05117863664288957,1085727.91,0.008199999999999985,0.01100000000000012
215,2024-03-16 04:00:00,1.5331,1.5415,1.4958,1.5123,1065816.0,32.22951248562047,1.5229333333333337,0.05112385027646067,1091853.19,0.01649999999999996,0.008400000000000185
216,2024-03-16 06:00:00,1.5125,1.5424,1.509,1.539,1027899.0,37.152557234240305,1.528066666666667,0.05094661177369606,1099138.52,0.0035000000000000586,0.0034000000000000696
217,2024-03-16 08:00:00,1.5387,1.5425,1.5143,1.5186,968296.0,35.05712755074657,1.5233000000000005,0.0507191456559591,1102572.95,0.0042999999999999705,0.0038000000000000256
218,2024-03-16 10:00:00,1.5185,1.5244,1.4697,1.4841,1703674.0,31.791483914081414,1.5139000000000005,0.050758954199399506,1114733.7,0.014399999999999968,0.005900000000000016
219,2024-03-16 12:00:00,1.4842,1.4858,1.415,1.4171,2141796.0,26.60776694741489,1.4732666666666674,0.05095936465740551,1132239.32,0.0020999999999999908,0.0016000000000000458
220,2024-03-16 14:00:00,1.4173,1.454,1.4059,1.4515,1565207.0,32.67736472452209,1.4509000000000007,0.050930771010831453,1143201.94,0.011400000000000077,0.0024999999999999467
221,2024-03-16 16:00:00,1.4521,1.4544,1.3914,1.3958,1317295.0,28.558921786006124,1.4214666666666673,0.05105146330072314,1153736.8,0.0043999999999999595,0.0022999999999999687
222,2024-03-16 18:00:00,1.3958,1.4038,1.3407,1.3846,2106766.0,27.800201863396733,1.410633333333334,0.05117194866771591,1169022.81,0.04390000000000005,0.008000000000000007
223,2024-03-16 20:00:00,1.385,1.4058,1.3676,1.4005,1334066.0,30.61825192345793,1.393633333333334,0.05104222918103875,1177161.04,0.017400000000000082,0.00529999999999986
224,2024-03-16 22:00:00,1.4006,1.4253,1.3656,1.3987,1388130.0,30.473244086338312,1.3946000000000007,0.05112880688922836,1166378.77,0.03310000000000013,0.024699999999999944
225,2024-03-17 00:00:00,1.3988,1.4205,1.37,1.4128,1143469.0,33.1442871948236,1.4040000000000008,0.051122518820336076,1159741.82,0.028799999999999937,0.00770000000000004
226,2024-03-17 02:00:00,1.4133,1.4436,1.408,1.4431,668465.0,38.60293115721095,1.4182000000000008,0.05096729363213271,1162351.56,0.005300000000000082,0.0004999999999999449
227,2024-03-17 04:00:00,1.4433,1.4433,1.4091,1.4144,450639.0,35.63504329663547,1.4234333333333342,0.050799620695811384,1162085.81,0.005300000000000082,0.0
228,2024-03-17 06:00:00,1.4145,1.4176,1.3236,1.3763,1919216.0,32.10611580358611,1.4112666666666673,0.05123162448885328,1177474.83,0.05269999999999997,0.0030999999999998806
229,2024-03-17 08:00:00,1.376,1.4249,1.3697,1.4121,794167.0,38.290030764492386,1.4009333333333338,0.051271308243964746,1182358.0,0.006299999999999972,0.012800000000000145
230,2024-03-17 10:00:00,1.412,1.4462,1.412,1.4304,650259.0,41.23644407617994,1.4062666666666672,0.0511005951615251,1184846.64,0.0,0.015800000000000036
231,2024-03-17 12:00:00,1.4304,1.4433,1.3969,1.4355,750113.0,42.06662158472359,1.4260000000000004,0.05105358920990985,1186461.24,0.03349999999999986,0.007800000000000029
232,2024-03-17 14:00:00,1.4354,1.4778,1.4245,1.4705,907748.0,47.54363311054204,1.4454666666666671,0.05107605331781075,1188875.24,0.01089999999999991,0.007300000000000084
233,2024-03-17 16:00:00,1.4699,1.478,1.4515,1.4752,513757.0,48.25113905211673,1.4604000000000006,0.05083029278463265,1187273.17,0.018399999999999972,0.0027999999999999137
234,2024-03-17 18:00:00,1.4756,1.4783,1.4607,1.4723,605829.0,47.82254181991436,1.472666666666667,0.05049798985678632,1178044.48,0.011599999999999833,0.0026999999999999247
235,2024-03-17 20:00:00,1.4725,1.4778,1.4616,1.4673,352711.0,47.0466042786659,1.4716000000000005,0.050155009958218456,1167939.67,0.005700000000000038,0.005300000000000082
236,2024-03-17 22:00:00,1.4673,1.4826,1.452,1.462,430519.0,46.191059817013816,1.4672000000000003,0.04995945985863627,1156543.71,0.010000000000000009,0.01529999999999987
237,2024-03-18 00:00:00,1.4621,1.4628,1.4107,1.4532,716638.0,44.73638255246734,1.4608333333333337,0.04998086526004991,1156187.55,0.04249999999999998,0.000700000000000145
238,2024-03-18 02:00:00,1.4532,1.4835,1.4503,1.4751,515829.0,49.037721689289555,1.4634333333333338,0.04981305660744941,1155766.3,0.0029000000000001247,0.008399999999999963
239,2024-03-18 04:00:00,1.4748,1.4981,1.462,1.4957,493910.0,52.76217121213478,1.4746666666666675,0.04967592604137492,1156719.19,0.012800000000000145,0.0023999999999999577
240,2024-03-18 06:00:00,1.4955,1.5004,1.4854,1.4865,444908.0,50.97058318915354,1.4857666666666673,0.049329166780961164,1156645.0,0.0010999999999998789,0.004899999999999904
241,2024-03-18 08:00:00,1.4867,1.487,1.4399,1.4481,1147846.0,44.22106503152699,1.4767666666666672,0.04930687511315155,1159999.49,0.008199999999999985,0.000300000000000189
242,2024-03-18 10:00:00,1.4481,1.4821,1.4455,1.4744,490854.0,49.184252642533636,1.4696666666666671,0.04917980636202003,1160430.24,0.0025999999999999357,0.00770000000000004
243,2024-03-18 12:00:00,1.4742,1.4839,1.4263,1.4349,1006252.0,42.99629242663296,1.4524666666666672,0.049264008298399824,1164876.12,0.008600000000000163,0.009700000000000042
244,2024-03-18 14:00:00,1.435,1.45,1.3877,1.4279,1257838.0,41.988122996249466,1.445733333333334,0.04939436821541582,1169749.73,0.040200000000000014,0.014999999999999902
245,2024-03-18 16:00:00,1.4276,1.4548,1.3913,1.4206,1072558.0,40.91079018215423,1.4278000000000006,0.049535424533261666,1121300.05,0.029300000000000104,0.027200000000000113
246,2024-03-18 18:00:00,1.4206,1.4351,1.3967,1.4168,606781.0,40.33068802796492,1.4217666666666675,0.04942407028792905,1112049.01,0.020100000000000007,0.014499999999999957
247,2024-03-18 20:00:00,1.417,1.448,1.4161,1.4342,353837.0,44.23024845990574,1.4238666666666673,0.04924882958504976,1103117.18,0.0009000000000001229,0.013800000000000034
248,2024-03-18 22:00:00,1.4341,1.4566,1.4194,1.4378,369972.0,45.03067769672184,1.4296000000000006,0.049128341289199254,1073399.19,0.014699999999999935,0.018799999999999928
249,2024-03-19 00:00:00,1.4378,1.4547,1.3451,1.3595,1695859.0,33.70112864538521,1.4105000000000005,0.04973305787630727,1065379.11,0.014399999999999968,0.016900000000000137
250,2024-03-19 02:00:00,1.3598,1.3986,1.3344,1.3677,1160706.0,35.53047273022787,1.3883333333333339,0.0498777272975442,1067042.98,0.025399999999999867,0.03090000000000015
251,2024-03-19 04:00:00,1.3675,1.3892,1.3281,1.3523,1048612.0,33.65246367821501,1.3598333333333337,0.049989950024568755,1071820.38,0.0242,0.021700000000000053
252,2024-03-19 06:00:00,1.3522,1.3592,1.2696,1.3489,2056273.0,33.234794362297606,1.3563000000000003,0.05038605052432307,1083367.96,0.07929999999999993,0.006999999999999895
253,2024-03-19 08:00:00,1.3491,1.3507,1.2593,1.3398,2291611.0,32.086928826897456,1.3470000000000004,0.05079619001907984,1080579.96,0.08050000000000002,0.0016000000000000458
